VALTYP;VALOMRÅDESKOD;VALOMRÅDESNAMN;VALKRETSKOD;VALKRETSNAMN;PARTIBETECKNING;PARTIFÖRKORTNING;ORDNING;KANDIDATNUMMER;NAMN;FOLKBOKFÖRINGSKOMMUN;GILTIG
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;11;43034;Arne Nilsson;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;12;43082;Kim Lovén;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;13;43033;Jan Holgersson;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;14;43100;Kjell Johansson;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;15;43024;Robert Appelfeldt;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;16;43101;Henrik Robeck;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;17;43036;Jan Alvarsson;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;18;43083;Carina Cortés;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;19;43027;Jörgen Arvidsson;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;2;43025;Bo Ehlin;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;20;43112;Ingela Karlsson;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;21;43035;Alexander Belstock;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;22;43075;Ingrid Landvall;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;23;43037;Claudia Eriksson;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;24;43096;Robin Hedström;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;25;43093;Henry Jenssen;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;26;43030;Per Hedlund;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;27;43108;Anders Larsson;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;28;43107;Susanne Lindgren;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;29;43031;Javiera Ortiz Del Gaiso;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;3;43098;Mats Fyhr;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;30;43109;Matti Jansson;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;31;43090;Valle Drahun;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;32;44095;Dan Stefan Essmyren;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;33;44097;Johan Magnus Krok;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;34;43113;Thomas Stenrup;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;35;43076;Ingela Lindqvist;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;36;44096;Hans Nilsson;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;37;43028;Karl Mattias Bergsten;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;38;45132;Peter Barth;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;39;44099;Jessi Gill;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;4;16931;Daniel Lantz;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;40;48179;Ulf Larsson;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;41;48180;Liv Åkesson;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;42;44098;Robert Nilsson;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;43;48181;Stanley Hagström;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;44;43032;Erik Durrant;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;45;48182;Leif Österlöf;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;46;54655;Niclas Hageback;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;47;54659;Carl Krig;Luleå;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;5;5144;Denice Westerberg;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;6;42867;Vilgot Hansson;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;7;43106;Elin Johansson;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;8;43077;Gary Aelius;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;9;43026;Per-Eric Lundgren;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;1;42919;Samuel Stephan;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;10;16936;Linus Nilsson;Ekerö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;11;42995;Jan Hellman;Upplands-Bro;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;12;42907;Richard Giswold;Sigtuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;13;5051;Patrik Söderberg;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;14;42870;Tommy Olofsson;Sigtuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;15;42925;Fredrik Wallin;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;16;43017;Jimmy Fors;Ekerö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;17;42551;Daniel Storskörd;Upplands-Bro;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;18;42869;Gert Höglund;Sigtuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;19;42932;Stefan Stjernberg;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;2;5047;Jonathan Fritzdorf;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;20;5071;Peter Andersson;Ekerö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;21;42997;Miroslav Patocka;Upplands-Bro;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;22;5053;Stefan Pettersson;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;23;42871;Mona Jansson;Sigtuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;24;5121;Ludvig Aspling;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;25;43016;Cecilia Fors;Ekerö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;26;42553;Johnny Storskörd;Upplands-Bro;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;27;5050;Noah Rafat;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;28;42872;Ivanka Krantz;Sigtuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;29;42927;Magnus Wallin;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;3;5048;Marcus Johansson;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;30;5054;Marcus Jenssen;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;31;43014;Lena Lindqvist;Ekerö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;32;42926;Christos Amiridis;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;33;42875;Per-Erik Pallin;Sigtuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;34;5059;Torbjörn Jönsson;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;35;42922;Md Adnan Hossain;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;36;5063;Manuel Valencia Castillo;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;37;42903;Tilde Norberg;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;38;43018;Jonas Bodin;Ekerö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;39;42876;Birgitta Horn Torngren;Sigtuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;4;42929;Fredric Tibblin;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;40;43291;Bengt Carlsson;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;41;42549;Negim Hamedi;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;42;42873;Per Gunnar Wintner;Sigtuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;43;43001;Lars Norvik;Upplands-Bro;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;44;5065;Amin Faskhoodi Ghaleh Nayebi;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;45;42550;Gustaf Scotte;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;47;5060;Kim Algemo;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;48;42928;Erland Renström;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;49;5061;Bror Axelsson;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;5;5049;Bo Fasth;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;50;42878;Michael Horn;Sigtuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;51;42930;Anu Martinviita;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;52;42931;Christoffer Thomasson;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;53;5055;Mikael Lundström;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;54;5069;Miia Rautiainen;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;55;5072;Sheila Mourad;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;56;5052;Mikael Bergkvist;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;57;44144;Navdeep Singh Bhatia;Upplands-Bro;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;6;42920;Tindra Hasslerot Forsberg;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;7;43000;Göran Boklint;Upplands-Bro;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;8;43071;Rune Öhlund;Sigtuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;9;42923;Lea Eriksson;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;1;16929;Britt-Mari Canhasi;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;10;42909;Richard Almlöf;Vaxholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;11;7160;Leif Haag;Österåker;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;12;43257;Jacob Heitmann;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;13;7115;Martin Cavalli-Björkman;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;14;43532;Oskar Cavalli-Björkman;Danderyd;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;15;1097;Fredrik Lindahl;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;16;7116;Erik Asklund;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;17;43253;Sören Karlsson;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;18;42988;Juha Rapola;Vaxholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;19;7173;Anders Borelid;Österåker;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;2;8638;Martin Siltanen;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;20;7118;Christer Ekdahl;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;21;8640;Hans Jedlin;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;22;7171;Inga Nyström;Österåker;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;23;7117;Jakob Wiklund;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;24;43251;Morgan Kjelldahl;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;25;42915;Niklas Hellström;Vaxholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;26;7167;Alex Gorton;Österåker;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;27;43231;Bogdan Chivaran Anastasiu;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;28;8661;Anna Thilander;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;29;7119;Annelie Preve;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;3;43258;Dennis Ekström;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;30;7163;Toni Schelin;Österåker;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;31;42838;Thomas Östlund;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;32;8641;William Bloom;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;33;42916;Moniq Widén;Vaxholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;34;43227;Andreas Frid;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;35;8644;David Lång;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;36;7122;Lena Ljungbäck;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;37;43254;Mats Geijer;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;39;7158;Annika Lilius;Österåker;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;4;16932;Deniz Norgren;Danderyd;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;40;7129;Wilhelm von Sydow;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;41;43230;Dan-Erik Westerholm;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;42;42902;Robert Lorentzson;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;43;42911;Kent Nordin;Vaxholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;44;42544;Ulf Andersson;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;45;8651;Conny Nordström;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;46;43247;Mikael Teir;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;47;7159;Angelo Strandberg;Österåker;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;48;42828;Ulf Eriksson;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;49;7131;Thomas Varg Axelsson;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;5;7157;Michael Engelberg;Österåker;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;50;43255;Thomas Högbom;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;51;43229;Bo Jirsjö;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;52;7136;Andreas Zhylov;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;53;8645;Anders Edqvist;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;54;42555;Adam Blomberg;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;55;7126;Berndt Andersson;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;56;43252;Karl-Göran Edberg;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;57;7125;Michael Ericsson;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;58;42917;Per Olof Jansson;Vaxholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;59;43245;Leif Bertilson;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;6;7124;Angelica Andersson;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;60;7146;Gunnar Werner;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;61;7144;Kenneth Persson;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;62;43226;Peter Christensen;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;63;7140;Christer Sindersjö;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;64;43249;Tina Sandberg;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;65;7139;Beppe Samuelsson;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;66;42839;Jane Ebenholm;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;67;43538;Rasmus Kling;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;68;46137;Andreas Edland;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;69;8647;Björn Bryggman;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;7;8639;Mats Hellberg;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;70;8648;Oskar Snellman;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;71;7135;Katarina Lindstein;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;8;42910;Leila Nordin;Vaxholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;9;1390;Markus von Wowern Lindgren;Täby;J
RF;01;Stockholm;0104;4 Östra Söderort;Upprorsdemokraterna; ; ;57142;Hansson-Blessfield, M S A Kimberley; ;J
RF;01;Stockholm;0104;4 Östra Söderort;Valsamverkanspartiet; ; ;55174;Vesterberg, Fredrik;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Volt;Volt; ;57525;Andersson, Mats;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Volt;Volt; ;1792;Wibom, Tore;Ekerö;J
RF;01;Stockholm;0104;4 Östra Söderort;Volt;Volt; ;49342;Özkoray, Belkis Nurten;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Volt;Volt; ;57740;Van Hoorn, Bastiaan Martijn;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;1;51028;Anna Sehlin;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;10;51040;Felix Ebefors;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;11;51036;Momodou Sahir Drammeh;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;12;53132;Aidin Zandian;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;13;51045;Tomas Ottosson;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;14;53133;Ann Mari Engel;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;15;53134;Therese Johansson;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;16;53135;Rosa Lundmark;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;2;51029;Hannah Dahlbäck;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;3;51030;Shamso Ali Hassan;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;4;53127;Karin Rågsjö;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;5;53128;Ahmed Sharaf;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;6;53129;Mohibul Ezdani Khan;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;8;53131;Rose-Marie Rooth;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;9;51044;Jan Salomonsson;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;1;51028;Anna Sehlin;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;10;53155;Daniel Estius;Österåker;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;11;53134;Therese Johansson;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;12;53034;Sanne Axelsson;Upplands-Bro;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;13;53156;Veronica Kallander;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;14;53157;Gunnar Bergström;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;15;53158;Towe Bengtsson;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;16;53159;Marta Aguirre;Sigtuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;17;53129;Mohibul Ezdani Khan;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;18;53160;Tove Pehrsson;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;19;53161;Anna Hamnström;Österåker;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;2;51029;Hannah Dahlbäck;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;20;53162;Tobias Tengström;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;21;53163;Jessica Hilwëyn;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;22;53164;Love Stalås Hörnsten;Österåker;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;23;53165;Inger Larsson;Vallentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;24;53166;Peter Lundberg;Sigtuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;25;53167;Babak Ghorani;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;26;53168;August Flensburg;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;3;51030;Shamso Ali Hassan;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;4;53149;Päivi Verdier;Upplands Väsby;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;5;53150;Sandra Djedovic;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;6;53151;Catarina Wahlgren;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;7;53152;Örjan Grönlund;Norrtälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;8;53153;Finn Hellman;Sundbyberg;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;9;53154;Asia Rahman;Järfälla;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;1;51028;Anna Sehlin;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;10;53195;Rodrigo Arce;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;11;51039;Rozalina Hermés;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;12;53167;Babak Ghorani;Sollentuna;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;13;53196;Jonas Lindberg;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;14;53197;Rodrigo Roa Rodriguez;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Vänsterpartiet;V;15;53135;Rosa Lundmark;Stockholm;J
