valtyp,omrade,parti,ordning,namn
KF,1484,S,5,Wilma Thoresson
KF,1484,S,6,Ricard Söderberg
KF,1484,S,7,Margareta Carlsson
KF,1484,S,8,Jan-Olof Johansson
KF,1484,S,9,Lena Rydenstam
KF,1484,S,10,Jim Olausson
KF,1484,S,11,Ulla-Britt Nordqvist
KF,1484,S,12,Kjell Nyman
KF,1484,S,13,Annie Pettersson
KF,1484,S,14,Dan Byström
KF,1484,S,15,Ia Uvberg
KF,1484,S,16,Anders Henriksson
KF,1484,S,17,Roger Siverbrant
KF,1484,S,18,Eva Österlund Hjort
KF,1484,S,19,Micael Melin
KF,1484,S,20,Carl Gustaf Hallgren
KF,1484,S,21,Arash Tahiri
KF,1484,S,22,Anders Söfting
KF,1484,S,23,Peter Swärd
KF,1484,S,24,Anders C Nilsson
KF,1484,S,25,Monica Lundh
KF,1484,S,26,Dan Jagefeldt
KF,1484,S,27,Bo Sandström
KF,1484,S,28,Klas Mellgren
KF,1484,S,29,Tommas Bråten
KF,1484,S,30,Niklas Sjölin
KF,1484,S,31,Göran Emanuelsson
KF,1484,SD,1,Christoffer Zakariasson
KF,1484,SD,2,Daniel Arvidsson
KF,1484,SD,3,Fredrik Seger
KF,1484,SD,4,Ann-Britt Karlsson
KF,1484,SD,5,Elias Zakariasson
KF,1484,SD,6,Pauline Hogander-Zakariasson
KF,1484,SD,7,Jonathan Hogander-Zakariasson
KF,1484,SD,8,Tomas Wallin
KF,1484,SD,9,Piotr Warta
KF,1484,SD,10,Mikael Kristensson
KF,1484,SD,11,Jan-Åke Blad
KF,1484,SD,12,Carina Wallström
KF,1484,SD,13,Anders Johansson
KF,1484,SD,14,Håkan Johansson
KF,1484,SD,15,Caroline Hogander
KF,1484,SD,16,Elwira Strandberg
KF,1484,V,1,Aira Elfström
KF,1484,V,2,Carol Aristegui
KF,1484,V,3,Wassim Alshasha
KF,1484,V,4,Matilda Gustafsson
KF,1484,V,5,Tommy Fransson
KF,1484,V,6,Per Gustafsson
KF,1484,V,7,Tommy Karlsson
KF,1484,V,8,Håkan Smedja
KF,1485,C,1,Camilla Johansson
KF,1485,C,2,Jennie Ekland
KF,1485,C,3,Moa Karlsson
KF,1485,C,4,Eva Tillander
KF,1485,C,5,Kristina Jonäng
KF,1485,C,6,Lena Jansson
KF,1485,C,7,Morgan Lindskog
KF,1485,C,8,Niklas Ryrmalm
KF,1485,C,9,Per Öfverman
KF,1485,C,10,Maud Abrahamsson
KF,1485,C,11,Olle Jonäng
KF,1485,C,12,Anita Olsson
KF,1485,C,13,Ingela Åkesson
KF,1485,C,14,Torun Elgebäck
KF,1485,C,15,Krister Olsson
KF,1485,C,16,Marie Pettersson
KF,1485,KD,1,Jerker Lundin
KF,1485,KD,2,Christina Nilsson
KF,1485,KD,3,David Sahlsten
KF,1485,KD,4,Joceline Haddad
KF,1485,KD,5,Anibal Rojas Jorquera
KF,1485,KD,6,Fredrik Olsson
KF,1485,KD,7,Eva Lena Lundin
KF,1485,KD,8,Stig Olsson
KF,1485,KD,9,Johanna Hoffman
KF,1485,KD,10,Jonny Jansson
KF,1485,KD,11,Elinore Emanuelsson Sahlin
KF,1485,KD,12,Robert Högbring
KF,1485,KD,13,Linn Carlsson
KF,1485,KD,14,Matthijs Klomp
KF,1485,KD,15,Karin Johansson
KF,1485,KD,16,Josua Jakobsson
KF,1485,KD,17,Jörgen Allansson
KF,1485,KD,18,Tommi Högbring
KF,1485,KD,19,Marie Henriksen
KF,1485,KD,20,Pontus Nordenius
KF,1485,KD,21,Andreas Sundell
KF,1485,KD,22,Adele Jakobsson
KF,1485,KD,23,Göran Liljenström
KF,1485,KD,24,Matilda Karlsson
KF,1485,KD,25,Markus Mattsson
KF,1485,KD,26,Magnus Jakobsson
KF,1485,KD,27,Robert Tammo
KF,1485,KD,28,Boes Karlsson
KF,1485,KD,29,Malte Ellersten
KF,1485,KD,30,Jonas Sandwall
KF,1485,L,1,Maria Johansson
KF,1485,L,2,Thomas Hesselroth
KF,1485,L,3,Torsten Torstensson
KF,1485,L,4,Yesser El Zeeni
KF,1485,L,5,Rolf Jonsson
KF,1485,L,6,Karin Blomstrand
KF,1485,L,7,Per Thornqvist
KF,1485,L,8,Elin Fridén
KF,1485,L,9,Martin Olofsson
KF,1485,L,10,André Wälsjö
KF,1485,L,11,Johan Semby
KF,1485,L,12,Henrik Hjelm
KF,1485,L,13,Ing-Marie Schewenius
KF,1485,L,14,Tommy Andersson
KF,1485,L,15,Curt Nyman
KF,1485,L,16,Ulf Svensson
KF,1485,L,17,Kalle Gustafsson
KF,1485,L,18,Ralph Steen
KF,1485,M,1,Henrik Sundström
KF,1485,M,2,Camilla Josefsson
KF,1485,M,3,Roger Ekeroos
KF,1485,M,4,Mathilda Sténhoff
KF,1485,M,5,Niklas Moe
KF,1485,M,6,Swen Stålros
KF,1485,M,7,Fredrik Södersten
KF,1485,M,8,Per Almqvist
KF,1485,M,9,Anna Andersson
KF,1485,M,10,Rickard Olsson
KF,1485,M,11,Mikael Höglind
KF,1485,M,12,Helen Andersson
KF,1485,M,13,Marika Bjurström
KF,1485,M,14,Carl Viktorsson
KF,1485,M,15,Johannes Ahlström
KF,1485,M,16,Mats Heimann
KF,1485,M,17,Olof Johansson
KF,1485,M,18,Anna-Karin Vernberg
KF,1485,M,19,Liam Rognli
KF,1485,M,20,Kristian Sandström
KF,1485,M,21,Gösta Dahlberg
KF,1485,M,22,Madeleine Karlsson
KF,1485,M,23,Marie-Louise Andréasson
KF,1485,M,24,Ulla Dahlberg
KF,1485,M,25,Stig Axelsson
KF,1485,M,26,Gustav Wallman
KF,1485,M,27,Thomas Dolff
KF,1485,M,28,Ruben Apelryd
KF,1485,M,29,Jens Borgland
KF,1485,M,30,Erik Bergman
KF,1485,MP,1,Ann-Marie Viblom
KF,1485,MP,2,Per Bergström Jonsson
KF,1485,MP,3,Heléne Johansson
KF,1485,MP,4,Jarmo Uusitalo
KF,1485,MP,5,Karin Molander
KF,1485,MP,6,Jakob Brandin
KF,1485,MP,7,Karna Thomasdotter
KF,1485,MP,8,Carl Casimir
KF,1485,MP,9,Camilla Jansson
KF,1485,MP,10,Ole Borch
KF,1485,MP,11,Klara Johansson
KF,1485,MP,12,Annika Spalde
KF,1485,MP,13,Maciej Smykowski
KF,1485,MP,14,Pia Hedenblad
KF,1485,MP,15,Gunilla Magnusson
KF,1485,MP,16,Ellie Hansson
KF,1485,MP,17,AnnaTora Huss
KF,1485,MP,18,Lisa Jonsson
KF,1485,MP,19,Yngve Davidsson
KF,1485,MP,20,Kathleen O'Connell
KF,1485,MP,21,Vivian Fräknefjord
KF,1485,S,1,Louise Åsenfors
KF,1485,S,2,Stefan Skoglund
KF,1485,S,3,Paula Berger
KF,1485,S,4,Robert Wendel
KF,1485,S,5,Annelie Högberg
KF,1485,S,6,Sebastian Grip Nilsson
KF,1485,S,7,Karin Engdahl
KF,1485,S,8,Sonny Persson
KF,1485,S,9,Åsa Karlsson
KF,1485,S,10,Björn Halldin
KF,1485,S,11,Carina Antonsson
KF,1485,S,12,Tommy Strand
KF,1485,S,13,Emilia Jacobsson
KF,1485,S,14,Kenneth Engelbrektsson
KF,1485,S,15,Jennifer Himryd
KF,1485,S,16,Tony Wall
KF,1485,S,17,Åsa Carlsson
KF,1485,S,18,Mohamad Alsalem
KF,1485,S,19,Denisa Botonjic
KF,1485,S,20,Anton Jakobsson
KF,1485,S,21,Veronica Vendel
KF,1485,S,22,Argjent Avollaj
KF,1485,S,23,Margareta Wendel
KF,1485,S,24,Anders Löfström
KF,1485,S,25,Catharina Hernod
KF,1485,S,26,Åke Granath
KF,1485,S,27,Agneta Karlsson
KF,1485,S,28,Lennart Sköld
KF,1485,S,29,Catharina Brorsson
KF,1485,S,30,Filip Bäckström
KF,1485,S,31,Kicki Halldin
KF,1485,S,32,Anders Karlsson
KF,1485,S,33,Susanne Grönvall
KF,1485,S,34,Gösta Gustafsson
KF,1485,S,35,Susanne Börjesson
KF,1485,S,36,Anders Fröjdö
KF,1485,S,37,Maria Nilsson
KF,1485,S,38,Pierre Markström
KF,1485,S,39,Kerstin Eklöf
KF,1485,S,40,Julian MacFie
KF,1485,S,41,Nora Åkare
KF,1485,S,42,Agata Borowiec
KF,1485,S,43,Blerand Haliti
KF,1485,S,44,Marianne Olofsson
KF,1485,S,45,Per Arne Andersson
KF,1485,S,46,Ester Persson
KF,1485,S,47,Gunnar Henning
KF,1485,S,48,Anna Lena Heydar
KF,1485,S,49,Marie-Louise Ekberg
KF,1485,S,50,Fahmy Al Srakbi
KF,1485,SD,1,Martin Pettersson
KF,1485,SD,2,John Alexandersson
KF,1485,SD,3,Mattias Forseng
KF,1485,SD,4,Gabriel Agstrand
KF,1485,SD,5,Fredrik Stengavel
KF,1485,SD,6,Stefan Eliasson
KF,1485,SD,7,Cecilia Andersson
KF,1485,SD,8,Leif Frisk
KF,1485,SD,9,Jonathan Dahlman
KF,1485,SD,10,Joakim Lundvall
KF,1485,SD,11,Rolf Carlsson
KF,1485,SD,12,Krzysztof Swiniarski
KF,1485,SD,13,Niclas Åberg
KF,1485,SD,14,Niklas Lejon
KF,1485,SD,15,Julia Fält
KF,1485,SD,16,Torbjörn Kjeldsen
KF,1485,SD,17,Siv Andersson
KF,1485,SD,18,Akram Al Obaidi
KF,1485,SD,19,Tim Klämberg
KF,1485,SD,20,Christer Nyman
KF,1485,SD,21,Peter Kleist
KF,1485,SD,22,Peter Berggren
KF,1485,SD,23,David Fjellman
KF,1485,SD,24,Ulf Lindberg
KF,1485,SD,25,Anders Rundström
KF,1485,SD,26,Thomas Mörk
KF,1485,SD,27,Anders Eriksson
KF,1485,SD,28,Charlie Tjäder
KF,1485,SD,29,Eva Falkenkvist
KF,1485,SD,30,Eva Simonsson
KF,1485,SD,31,Jonas Johansson
KF,1485,SD,32,Johan Myrin
KF,1485,V,1,Mina Anger
KF,1485,V,2,David Höglund Velasquez
KF,1485,V,3,Annette Frisk
KF,1485,V,4,Kerstin Åkare
KF,1485,V,5,Johan Rundström
KF,1485,V,6,Ulrika Lundström
KF,1485,V,7,Mikael Fivelsdal
KF,1485,V,8,Anya Wrigman
KF,1485,V,9,Roland Larsson
KF,1485,V,10,Magnus Fröberg
KF,1485,V,11,Christer Johansson
KF,1485,V,12,Bobban Petrovski
KF,1485,V,13,Chaimae Rosenberg
KF,1485,V,14,Lars-Olof Laxrot
KF,1485,V,15,Else-Marie Robertsson
KF,1485,V,16,Jan Lund
KF,1485,V,17,Lars-Göran Andersson
KF,1485,V,18,Mattias Velasquez
KF,1485,V,19,Ilir Kastrati
KF,1486,C,1,Andreas Hansson
KF,1486,C,2,Karin Stacke
KF,1486,C,3,Åsa Torstensson
KF,1486,C,4,Tore Lomgård
KF,1486,C,5,Ida Luther Wallin
KF,1486,C,6,Rikard Hermansson
KF,1486,C,7,Anna-Lena Carlsson
KF,1486,C,8,Peter Dafteryd
KF,1486,C,9,Elisabeth Johansson
KF,1486,C,10,Elin Douglasson
KF,1486,C,11,Erland Lundqvist
KF,1486,C,12,Isabella Hansson
KF,1486,C,13,Mohamad Mahmodi
KF,1486,C,14,Ingemar Edvardsson
KF,1486,C,15,Carina Hansen
KF,1486,C,16,Stefan Jensen
KF,1486,C,17,Åsa Carlén
KF,1486,C,18,Hans-Inge Sältenberg
KF,1486,C,19,Monica Larsen
KF,1486,C,20,Peter Heie
KF,1486,C,21,Sveza Daceva Filipova
KF,1486,C,22,Henrik Mattsson
KF,1486,C,23,Morgan Gutke
KF,1486,C,24,Ulla Dafteryd
KF,1486,C,25,Curt Carlsson
KF,1486,C,26,Bertil Hansson
KF,1486,C,27,Marita Olsson
KF,1486,C,28,Tommy Midtsundstad
KF,1486,C,29,Bo Tångefjord
KF,1486,KD,1,Anders Ekström
KF,1486,KD,2,Bjarni Össurarson
KF,1486,KD,3,Friedemann Hildebrand
KF,1486,KD,4,Alexander Weinehall
KF,1486,KD,5,Lena Östring
KF,1486,KD,6,Bengt Magnusson
KF,1486,KD,7,Louise Ekström
KF,1486,KD,8,Kristina Haugen
KF,1486,KD,9,Alexandra Hoof
KF,1486,KD,10,Isa Weinehall
KF,1486,L,1,Lars Tysklind
KF,1486,L,2,Glenn Jahnson
KF,1486,L,3,Kerstin Karlsson
KF,1486,L,4,Petra Waldschmidt
KF,1486,L,5,Hans-Robert Hansson
KF,1486,L,6,Peter Datek
KF,1486,L,7,Anne-Lise Lindmark
KF,1486,L,8,Margareta Fredriksson
KF,1486,L,9,Johan Flodin
KF,1486,L,10,Paul Carlsson
KF,1486,L,11,Göran Wallo
KF,1486,L,12,Sture Fredriksson
KF,1486,L,13,Claes Nabrink
KF,1486,L,14,Paul Mattsson
KF,1486,L,15,Ann-Louise Ejderlind
KF,1486,L,16,Ingemar Nordström
KF,1486,L,17,Alexander Göransson
KF,1486,L,18,Steinar Nyböle
KF,1486,L,19,Håkan Eriksson
KF,1486,L,20,Mary Clovén
KF,1486,L,21,Erling Karlsson
KF,1486,L,22,Åke Sundemar
KF,1486,L,23,Mohamad Abdo
KF,1486,L,24,Robin Sundberg
KF,1486,L,25,Ulf Qvicklund
KF,1486,L,26,Anette Andersson
KF,1486,L,27,Anders Olsson
KF,1486,M,1,Marie Edvinsson
KF,1486,M,2,Anders Gustafsson
KF,1486,M,3,Vera Gustafsson
KF,1486,M,4,Sandra Andersson
KF,1486,M,5,Henrik Johansson
KF,1486,M,6,Bengt-Göran Bergstrand
KF,1486,M,7,Emma Lundgren
KF,1486,M,8,Mattias Knutsson
KF,1486,M,9,Christian Kellerman
KF,1486,M,10,Patric Larsson
KF,1486,M,11,Peter Johansson
KF,1486,M,12,Carl-Johan Evers
KF,1486,M,13,Karin Angela Sörensson
KF,1486,M,14,Robin Rydén
KF,1486,M,15,Per Stade
KF,1486,M,16,Jörgen Molin
KF,1486,M,17,Oscar Russberg
KF,1486,M,18,Gun Åsberg
KF,1486,M,19,Nils Herward
KF,1486,M,20,Kerstin Bergstrand
KF,1486,M,21,Lars Erik Kristiansen
KF,1486,MP,1,Andreas Nikkinen
KF,1486,MP,2,Per Midtvedt
KF,1486,MP,3,Jonna Larsen
KF,1486,MP,4,Daniel Ödlund
KF,1486,MP,5,Anders Karlsson
KF,1486,MP,6,Edit Ädel
KF,1486,MP,7,Mikael Johansson
KF,1486,MP,8,Pia Scholer
KF,1486,MP,9,Anita Rylander
KF,1486,MP,10,Anton Hansson
KF,1486,S,1,Kent Hansson
KF,1486,S,2,Marie Rask
KF,1486,S,3,Ronnie Brorsson
KF,1486,S,4,Helene Andersson Novela
KF,1486,S,5,Besnik Obërtinca
KF,1486,S,6,Erika Gyllenswärd
KF,1486,S,7,Bengt Simonsson Fröjd
KF,1486,S,8,Lena Sundberg
KF,1486,S,9,René Nielsen
KF,1486,S,10,Merry Johansson
KF,1486,S,11,Reimer Johansson
KF,1486,S,12,Petra Hedström
KF,1486,S,13,Thomas Kjerulf
KF,1486,S,14,Sara Gabrielsen
KF,1486,S,15,Peter Sövig
KF,1486,S,16,Miraniani Minu
KF,1486,S,17,Lukas Egertz Skaanes
KF,1486,S,18,Aisha Gulbrandsen
KF,1486,S,19,Olle Westling
KF,1486,S,20,Pernilla Elgestål
KF,1486,S,21,Joakim Winberg
KF,1486,S,22,Anneli Ivarsson
KF,1486,S,23,Rolf Rask
KF,1486,S,24,Alicia Aliaga
KF,1486,S,25,Leif Andersson
KF,1486,S,26,Karolina Malmek
KF,1486,S,27,Thomas Niklasson
KF,1486,S,28,Ligia Ahlgren Morales
KF,1486,S,29,Fikret Araz
KF,1486,S,30,Maria Eskel
KF,1486,S,31,Ulf Gustavsson
KF,1486,S,32,Päivi Johansson
KF,1486,S,33,Hans Ahlgren
KF,1486,S,34,Alice Alvinstedt
KF,1486,S,35,Hasan Aldebs
KF,1486,S,36,Carina Vestersund
KF,1486,S,37,Håkan Fransson
KF,1486,S,38,Emilda Niklasson
KF,1486,S,39,Roy Andersson
KF,1486,S,40,Pia Tysklind
KF,1486,SD,1,Mattias Gustafsson
KF,1486,SD,2,Eugenia Eriksson
KF,1486,SD,3,Sven Nilsson
KF,1486,SD,4,Morgan Gustafsson
KF,1486,SD,5,Fredrik Eriksson
KF,1486,SD,6,John Johansson
KF,1486,SD,7,Karin Lindeqvist
KF,1486,SD,8,Gunnel Nordberg
KF,1486,SD,9,Jonas Nicklasson
KF,1486,SD,10,Marie-Louise Lagerberg
KF,1486,V,1,Stellan Nilsson
KF,1486,V,2,Anna Qvicklund
KF,1486,V,3,Lars-Åke Karlgren
KF,1486,V,4,Linda Nordin
KF,1486,V,5,Sten Brodén
KF,1486,V,6,Marie Rosén
KF,1486,V,7,Anders Jernelius
KF,1486,V,8,Charlotta Engström
KF,1486,V,9,Bjarne Schützer
KF,1486,V,10,Kerstin Eriksson
KF,1486,V,11,Helge Lind
KF,1486,V,12,Marika Sandin
KF,1486,V,13,Sven-Gunnar Lunneryd
KF,1486,V,14,Eva Barkengren
KF,1486,V,15,Gunilla Hegardt
KF,1486,V,16,Karin Askberger
KF,1486,V,17,Lena Arulf
KF,1486,V,18,Mia Öster
KF,1487,C,1,Mats Andersson
KF,1487,C,2,Annalena Levin
KF,1487,C,3,Bo Carlsson
KF,1487,C,4,Marie Robertsson
KF,1487,C,5,Daniel Tesfay
KF,1487,C,6,Tomas Öberg
KF,1487,C,7,Elin Andersson
KF,1487,C,8,Åsa Edvardsson
KF,1487,C,9,Marita Högberg
KF,1487,C,10,Inga-Maj Andersson
KF,1487,C,11,Amanda Andersson
KF,1487,C,12,Dima Jumaa
KF,1487,C,13,Jacob Kjörk
KF,1487,C,14,Christer Prada Krus
KF,1487,C,15,Lennart Olsson
KF,1487,C,16,Bengt Wallin
KF,1487,C,17,Fixit Hansson
KF,1487,C,18,Elisabeth Wessel
KF,1487,C,19,Doris Rudén
KF,1487,C,20,Britt Johansson
KF,1487,C,21,Christina Larsson
KF,1487,C,22,Birgit Lindqvist
KF,1487,C,23,Roy Ekelind Wallin
KF,1487,C,24,Usa Charoensawat
KF,1487,C,25,Marianne Karlsson
KF,1487,KD,1,Elisabeth Johansson
KF,1487,KD,2,Magnus Ekström
KF,1487,KD,3,Marie-Louise Bäckman
KF,1487,KD,4,Helge Kneese
KF,1487,KD,5,Anette Taimory
KF,1487,KD,6,Maria Nilsson
KF,1487,KD,7,Hans Peter Nielsen
KF,1487,KD,8,Ann-Marie Veiderpass
KF,1487,KD,9,Torgny Hjorth
KF,1487,KD,10,Ove Bengtsson
KF,1487,KD,11,Margareth Zimmergren
KF,1487,KD,12,Lars Jonsson
KF,1487,KD,13,Jenny Hjorth
KF,1487,KD,14,Elias Yachouh
KF,1487,KD,15,Bengt Fridh
KF,1487,KD,16,Lovisa Kavander
KF,1487,KD,17,Ronja Karlsson
KF,1487,KD,18,Johan Berg
KF,1487,KD,19,Alf Ydenius
KF,1487,KD,20,Malin von Möller
KF,1487,KD,21,Per-Erik Öst
KF,1487,KD,22,Toni Naim
KF,1487,KD,23,Stefan Fredriksson
KF,1487,KD,24,Rizeh Sirat
KF,1487,KD,25,Gunilla Fridh
KF,1487,L,1,Cecilia Prins
KF,1487,L,2,Daniel Peltola
KF,1487,L,3,Elina Prins
KF,1487,L,4,Tindra Peltola
KF,1487,L,5,Anders Holmkvist
KF,1487,L,6,Gunnar Henriksson
KF,1487,L,7,Bibbi Henriksson
KF,1487,L,8,Norton Rasmusson
KF,1487,L,9,Annica Bergendahl
KF,1487,L,10,Seija Maritta Wistbacka
KF,1487,M,1,Niklas Claesson
KF,1487,M,2,Tor Wendel
KF,1487,M,3,Piotr Gabrys
KF,1487,M,4,Lena Eckerbom Wendel
KF,1487,M,5,Robin Danielsson
KF,1487,M,6,Robin Skenhede
KF,1487,M,7,Ann-Helen Selander
KF,1487,M,8,Peter Jacobsson
KF,1487,M,9,Margareta Olsson
KF,1487,M,10,Izabel Flood
KF,1487,M,11,Tommy Christensson
KF,1487,M,12,Sofia Jakobsson Blixt
KF,1487,M,13,Johan Abrahamsson
KF,1487,M,14,Henrik Josten
KF,1487,M,15,Stellan Gedell
KF,1487,M,16,Mikael Karström
KF,1487,M,17,Kristina Edvinsson
KF,1487,M,18,Ville Törner
KF,1487,M,19,Filip Milén
KF,1487,M,20,Christina Mattelin
KF,1487,M,21,Lennart Bergh
KF,1487,M,22,Maria Claesson-Sylte
KF,1487,M,23,Gunnel Ymefors
KF,1487,M,24,Henrik Harlitz
KF,1487,M,25,Dan Åberg
KF,1487,M,26,Peter Göthblad
KF,1487,M,27,Mikael Råstedt
KF,1487,M,28,Lizzie Nyström
KF,1487,M,29,Tony Olsson
KF,1487,M,30,Johan Aghem
KF,1487,M,31,Johan Feldtmann
KF,1487,MP,1,Jonas Sjöblom
KF,1487,MP,2,Anna-Karin Sandberg
KF,1487,MP,3,Felix Sandberg
KF,1487,MP,4,Erica Johansson
KF,1487,MP,5,Marika Isetorp
KF,1487,MP,6,Anders Wiklund
KF,1487,MP,7,Anna Norrström
KF,1487,MP,8,Thony Andreasson Aderum
KF,1487,MP,9,Nina Hedbom
KF,1487,MP,10,Martin Odalgård
KF,1487,MP,11,Annika Repo Wallman
KF,1487,MP,12,Anders Rådmark
KF,1487,MP,13,Sten-Ove Hermansson
KF,1487,MP,14,Tone Faye Jacobsen
KF,1487,S,1,Benny Augustsson
KF,1487,S,2,Madelaine Karlsson
KF,1487,S,3,Dan Nyberg
KF,1487,S,4,Anneli Guilotte
KF,1487,S,5,Joakim Sjöling
KF,1487,S,6,Ann-Mari Jonasson
KF,1487,S,7,Benny Jonasson
KF,1487,S,8,Ann-Sofie Dolk Olsson
KF,1487,S,9,Anders Gunn
KF,1487,S,10,Ida Inkeri Bunæs
KF,1487,S,11,Magnus Tengberg
KF,1487,S,12,Sara Johansson
KF,1487,S,13,Benny Pettersson
KF,1487,S,14,Lena Bruzell
KF,1487,S,15,Reidar Eriksson
KF,1487,S,16,Malin Tell
KF,1487,S,17,Jörgen Zander
KF,1487,S,18,Maria Abrahamsson
KF,1487,S,19,Hans-Peter Norén
KF,1487,S,20,Stina Marie Hansson
KF,1487,S,21,Ivica Stojkovic
KF,1487,S,22,Anita Alvin
KF,1487,S,23,Alexander Andersson
KF,1487,S,24,Marie Linnarsson
KF,1487,S,25,Robert Karlsson
KF,1487,S,26,Eva Andersen
KF,1487,S,27,Robert Eklund
KF,1487,S,28,Irene Kjellsson
KF,1487,S,29,Jakob Ceder
KF,1487,S,30,Gabriela König
KF,1487,S,31,Mikael Andersson
KF,1487,S,32,Annika Larsson Lindlöf
KF,1487,S,33,Leif Guilotte
KF,1487,S,34,Sandra Stegeröd
KF,1487,S,35,Melker Eksell
KF,1487,S,36,Christin Slättmyr
KF,1487,S,37,Zdenko Petrusic
KF,1487,S,38,Kristina Östergren
KF,1487,S,39,Håkan Falck
KF,1487,S,40,Angelica König Cassel
KF,1487,S,41,Jonny Åsberg
KF,1487,S,42,Lena Eklund
KF,1487,S,43,Ali Akbari
KF,1487,S,44,Leif Höglund
KF,1487,S,45,Roland Stegeröd
KF,1487,S,46,Martin Gustavsson
KF,1487,S,47,Jonathan Svensson
KF,1487,S,48,Håkan Skött
KF,1487,S,49,inte lämnat förklaring
KF,1487,SD,1,Mathias Olsson
KF,1487,SD,2,Torbjörn Moqvist
KF,1487,SD,3,Juhani Lämsä
KF,1487,SD,4,Kalle Lundgren
KF,1487,SD,5,Magnus Emanuelsson
KF,1487,SD,6,Göran Nilsson
KF,1487,SD,7,Jimmy Engström
KF,1487,SD,8,Patrik Thorenius
KF,1487,SD,9,Cristoffer Emanuelsson
KF,1487,SD,10,Annelie Häberle
KF,1487,SD,11,Gunvor Salning
KF,1487,SD,12,Anders Rudh
KF,1487,SD,13,Lena Mjörnell
KF,1487,SD,14,Kenny Sandhöj
KF,1487,SD,15,Morgan Larsson
KF,1487,V,1,Ida Hildingsson
KF,1487,V,2,Stefan Kärvling
KF,1487,V,3,Gunilla Cederbom
KF,1487,V,4,Julia Sikström
KF,1487,V,5,Peter Lénberg
KF,1487,V,6,James Bucci
KF,1487,V,7,John Hellström
KF,1487,V,8,Pontus Gläntegård
KF,1487,V,9,Evelina Olsson
KF,1487,V,10,Johan Olsson
KF,1487,V,11,Bo Silfverberg
KF,1487,V,12,Adam Frändelid
KF,1487,V,13,Rasmus Gråberg
KF,1487,V,14,Akram Alsalha
KF,1487,V,15,Gittan Kollberg
KF,1487,V,16,Annelie Kåhl
KF,1487,V,17,Britt-Marie Karlsson
KF,1488,C,1,Louise Brodd
KF,1488,C,1,Louise Brodd
KF,1488,C,2,Kenny Tinmark
KF,1488,C,2,Kenny Tinmark
KF,1488,C,3,Alexandra Järvelä Stenlund
KF,1488,C,3,Alexandra Järvelä Stenlund
KF,1488,C,4,Mikael Arvemark
KF,1488,C,4,Mikael Arvemark
KF,1488,C,5,Feniks Beka
KF,1488,C,5,Feniks Beka
KF,1488,C,6,Jennifer Almkvist
KF,1488,C,6,Jennifer Almkvist
KF,1488,C,7,Torbjörn Svensson
KF,1488,C,7,Torbjörn Svensson
KF,1488,C,8,Emil Lindholm
KF,1488,C,8,Emil Lindholm
KF,1488,C,9,Gunilla Karlsson
KF,1488,C,9,Gunilla Karlsson
KF,1488,C,10,David Malmgren
KF,1488,C,10,David Malmgren
KF,1488,C,11,Sven Arne Karlsson
KF,1488,C,11,Sven Arne Karlsson
KF,1488,C,12,Ann Karlsson
KF,1488,C,12,Ann Karlsson
KF,1488,C,13,Anders Dahlberg
KF,1488,C,13,Anders Dahlberg
KF,1488,C,14,Kent Almkvist
KF,1488,C,14,Kent Almkvist
KF,1488,C,15,Zahra Damavandi
KF,1488,C,15,Zahra Damavandi
KF,1488,C,16,Jörgen Almkvist
KF,1488,C,16,Jörgen Almkvist
KF,1488,C,17,Ann-Marie Wennerberg
KF,1488,C,17,Ann-Marie Wennerberg
KF,1488,C,18,Conny Hugosson
KF,1488,C,18,Conny Hugosson
KF,1488,C,19,Britt-Marie Axelsson Palmestål
KF,1488,C,19,Britt-Marie Axelsson Palmestål
KF,1488,C,20,Karin Sävhage
KF,1488,C,20,Karin Sävhage
KF,1488,C,21,Christer Wennerberg
KF,1488,C,21,Christer Wennerberg
KF,1488,C,22,Sara Bergqvist
KF,1488,C,22,Sara Bergqvist
KF,1488,KD,1,Ricky Karlsson
KF,1488,KD,1,Ricky Karlsson
KF,1488,KD,2,Bedros Cicek
KF,1488,KD,2,Bedros Cicek
KF,1488,KD,3,Sofia Sjödin
KF,1488,KD,3,Sofia Sjödin
KF,1488,KD,4,Dana Roman Blomster
KF,1488,KD,4,Dana Roman Blomster
KF,1488,KD,5,Per Åke Svennestam
KF,1488,KD,5,Per Åke Svennestam
KF,1488,KD,6,Jessica Almkvist
KF,1488,KD,6,Jessica Almkvist
KF,1488,KD,7,Karl Erik Stridh
KF,1488,KD,7,Karl Erik Stridh
KF,1488,KD,8,Anda Svantesson
KF,1488,KD,8,Anda Svantesson
KF,1488,KD,9,Jonathan Svantesson
KF,1488,KD,9,Jonathan Svantesson
KF,1488,KD,10,Anders Karlzon
KF,1488,KD,10,Anders Karlzon
KF,1488,KD,11,Mikael Svantesson
KF,1488,KD,11,Mikael Svantesson
KF,1488,L,1,Sigrid Olin Vingren
KF,1488,L,1,Sigrid Olin Vingren
KF,1488,L,2,Anders Castberger
KF,1488,L,2,Anders Castberger
KF,1488,L,3,Per Elof Vingren
KF,1488,L,3,Per Elof Vingren
KF,1488,L,4,Rania Hussein
KF,1488,L,4,Rania Hussein
KF,1488,L,5,Hanan Boussentah
KF,1488,L,5,Hanan Boussentah
KF,1488,L,6,Karl-Henrik Björk
KF,1488,L,6,Karl-Henrik Björk
KF,1488,L,7,Ursula Eriksen Weissenburg
